,correct regex,faulty regex
1544,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|(0+1+)+0+|(1+0+)+1+
1545,(0(0*|1+0)*)|(1(1*|0+1)*),(0*)|(1*)|(0+(1|0)*0+)|(1+(1|0)*1+)
1546,(0(0*|1+0)*)|(1(1*|0+1)*),1?|0|1+(0*1*)*1+|0+(0*1*)*0+
1547,(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0)*|1((00*1)|1)*
1548,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(10|01)*(10|01)*
1549,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(1+0+)*|1*
1550,(0(0*|1+0)*)|(1(1*|0+1)*),((0+1*)*0+)*|((1+0*)*1+)*
1551,(0(0*|1+0)*)|(1(1*|0+1)*),(0?)|1|(0(0|1)*0)|(1(0|1)*1)
1552,(0(0*|1+0)*)|(1(1*|0+1)*),0(0|1)*0|1(0|1)*1|1*|0*
1553,(0(0*|1+0)*)|(1(1*|0+1)*),(0+(1*0)*)*|(1+(0*1)*)*
1554,(0(0*|1+0)*)|(1(1*|0+1)*),0|1|(0(1*0*)*0)*|(1(0*1*)*1)*
1555,(0(0*|1+0)*)|(1(1*|0+1)*),(0(0*|(0*1+0+))*|1(1*|1*0+1+)*)?
1556,(0(0*|1+0)*)|(1(1*|0+1)*),((10*)*1+)*|((01*)*0+)*
1557,(0(0*|1+0)*)|(1(1*|0+1)*),1*|0*|1+(0+1+)*|0+(1+0+)*
1558,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|1+(0+1+)*|0+(1+0+)*
1559,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1+0+)*|1+(0+1+)*
1560,(0*10*10*)*|0*,(00*10*1)*(01)*
1561,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(01)(0|1)*(10)(0|1)*)*|((0|1)*(10)(0|1)*(01)(0|1)*)*
1562,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|(((0|1)*10(0|1)*01(0|1)*)|((0|1)*01(0|1)*10(0|1)*))*
1563,0(0|1)*0,(01(0|1)*10)*
1564,1*(01*01*01*01*)*,(1*0)*
1565,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*
1566,1*(01*01*01*01*)*,0*1*(0000)*
1567,0*10*(10*10*)*,(0)*(1+)*(0)*
1568,0*10*(10*10*)*,0*1*(11)*0*
1569,0(0|1)*0,0*(0*|1*)0*
1570,0(0|1)*0,0*1*0*
1571,0*10*(10*10*)*,(0)*(1*)(0)*
1572,0*10*(10*10*)*,(0)*(1*)+(0)*
1573,0(0|1)*0,0*(1)*0*
1574,0*10*(10*10*)*,(0)*(111)*(1)*(0)*
1575,0(0|1)*0,(0*)0*1*(0*)|(0*)1*0*(0*)
1576,0*10*(10*10*)*,(0)*(1)*(0)*
1577,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*1*0*1*0*
1578,001|1010|110,0*1*0*1*0*
1579,0*10*(10*10*)*,0*1*0*1*0*1*
1580,001|1010|110,0*1*0*1*
1581,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01|10)*
1582,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(10|01)*(10|01)*
1583,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(10)*)*
1584,0(0|1)*0,(0+(1*0*1*)*0+)*
1585,0(0|1)*0,(0+(0|1)*0+)*
1586,0(0|1)*0,0(0|1)*0|(00)*
1587,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1|(01|10)*
1588,(0*10*10*)*|0*,0*(1+0*1+0*)*
1589,(0*10*10*)*|0*,0*(0*1+0*1+0*)*
1590,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*|0+1+0+1+0+1+0+|1+0+1+0+1+0+1+
1591,001|1010|110,(110|10|0*)*
1592,0*(10*1)*0*,(0*10*10*)*|0*
1593,0*(10*1)*0*,0*(10*10*)*
1594,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|0*(1+0+1+)*0*|1*|0*
1595,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)+
1596,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*1+0*1+0*|1*0+1*0+1*
1597,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)|(1*0+1*0+1*)
1598,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*(10)*
1599,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01)*|(10)*
1600,(0*10*10*)*|0*,(01)*(01)*
1601,(0|1)(0|1)*,(01)|(01)*
1602,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1))*
1603,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01*0)|(10*1))*
1604,(0*10*10*)*|0*,(0*(1+0*1+)*0*)*
1605,1?(01)*0?,0?|0|1|(010)*(101)*|(01)*|(10)*
1606,(0*10*10*)*|0*,(01*01*)*
1607,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*
1608,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*(10+)*1+)*|((0+1)*0)*|1
1609,0(0|1)*0,(0(0|1)*0)|(1(0|1)*1)?
1610,0(0|1)*0,(0(0*1*)*0)*
1611,(0|10*1)*,0|(0*1)*
1612,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*
1613,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0+)|(1+0+1+))*|0*|1*
1614,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0+)*(1+0+1+)*)*
1615,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*
1616,(0(0*|1+0)*)|(1(1*|0+1)*),1*|((11*00*11*)|(00*11*00*)|(11*00*11*00*11*)|(00*11*00*11*00*))*
1617,(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*
1618,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+0+)*1*|1*|0*
1619,0(0|1)*0,(01*0*1*0)*
1620,1*(01*01*01*01*)*,1*(1*01*01*01*01*01*)*
1621,(0(0*|1+0)*)|(1(1*|0+1)*),0*|00*|11*|11*00*11*|00*11*00*
1622,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)|(0+1*0+)|1*|0*
1623,(0(0*|1+0)*)|(1(1*|0+1)*),1*(10*1)*1*|0*(01*0)*0*
1624,(0*10*10*)*|0*,(0*(1)0*(1)*)|(0*)
1625,(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)|0*)|1((00*1)|1*)
1626,(0(0*|1+0)*)|(1(1*|0+1)*),(0(0*(0*1+0+))*|1(1*|1*0+1+)*)?
1627,0*10*(10*10*)*,(0*1(11)*0*)|(11)*
1628,0*10*(10*10*)*,1|(111)*|01
1629,0*10*(10*10*)*,(0*1|(11)*|(101)*|11)
1630,0*10*(10*10*)*,(0*1|(11)*|(101)*)
1631,0*10*(10*10*)*,(0*1|(11)*)
1632,0*10*(10*10*)*,0*1|1*
1633,0*10*(10*10*)*,(0*1|(11)*|(101)*|111|10)
1634,0*10*(10*10*)*,(0*1|(11)*|(101)*|111|1)
1635,0*10*(10*10*)*,(0*1|(11)*|(101)*|111)
1636,0*10*(10*10*)*,1|(111)*|01|10
1637,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1+0+)*(1*0+1+)*
1638,0*10*(10*10*)*,(0*10*)*
1639,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*11*00*)*)|((1*00*11*)*)
1640,0*10*(10*10*)*,1*|((0|1)*1(0|1)*)*
1641,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(01*)(010)*|(10)*(101)*
1642,(0*10*10*)*|0*,0*0?|(0|1)11*
1643,(0|1)(0|1)*,(01)*
1644,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0|1)*0)(1(0|1)*1))?
1645,(0*10*10*)*|0*,(0*(1?)*0(1?))*
1646,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(0*1*)*0)|(1(0*1*)1))*
1647,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0+)*(0+1+)*
1648,001|1010|110,(001|1010|110)*
1649,0*10*(10*10*)*,(0*1)*
1650,(0*10*10*)*|0*,(0*1+)*
1651,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(0+1+)*
1652,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0*1+)*|(0+1*0+)*|1*|0*
1653,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0*
1654,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*|(1+(01)*0+1+)*|1*|0*
1655,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1+0+)*
1656,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*|0*|1*
1657,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+1*0+|1+0*1+)*|0*|1*
1658,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*|(0+1*0+)*)*|0|1
1659,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*(0+1*0+)*)*
1660,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)|0*(1+0+0*)*
1661,(0*10*10*)*|0*,(0*(1)*0(1))*
1662,(0*10*10*)*|0*,(0*1+0*1)*
1663,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(0+1*0+|1+0*1+)*0*
1664,0(0|1)*0,0*(01)*0*
1665,(0*10*10*)*|0*,(0+1)*(1+1)*(0+1)*
1666,(0*10*10*)*|0*,(0+1)*(1+1)*0*
1667,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*
1668,(0|10*1)*,(1|01*0)*
1669,0(0|1)*0,(0+1*0*1*0+)*
1670,(0*10*10*)*|0*,(0+1)*(1+1)*
1671,(0|10*1)*,((0*1)|(10*))*
1672,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+)|(1+0+))*
1673,001|1010|110,(001|10101|110)*
1674,0(0|1)*0,0*|0(0*1*)*0
1675,(0(0*|1+0)*)|(1(1*|0+1)*),(1+0+1+)*|(0+1+0+)*
1676,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*01+0)|(1*10+1))*
1677,(0*10*10*)*|0*,(0*|(01)*)*
1678,0(0|1)*0,(11*0*11*)*|(00*1*00*)*
1679,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*(100*11*)*|0*(011*00*)*|(01)*(0|1)
1680,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)*(0+1*0+)*
1681,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0(1*0*)*0)|(1(1*0*)*1))*
1682,0(0|1)*0,0*(0+1)*0*
1683,(0|10*1)*,0*(01*01*)*
1684,(0*10*10*)*|0*,(0+1)*
1685,0(0|1)*0,(0(1+(0*1+)*)*0)*|0*
1686,0(0|1)*0,(0(1+(0*1+)*)*0)*
1687,(0(0*|1+0)*)|(1(1*|0+1)*),0*|0((11*0)*|0*)|1((00*1)*|1*)
1688,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((01+0)*(10+1)*)*
1689,(0(0*|1+0)*)|(1(1*|0+1)*),(101)*|(010)*|0*|1*
1690,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?(0|1)?(0|1)?
1691,(0*10*10*)*|0*,0*0*|110*1
1692,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0*1+0*1+0*)*|(1*0+1*0+1*)*
1693,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1*0+1*)*|(0*1+0*1+0*)*
1694,0*10*(10*10*)*,0*|1(1)0*
1695,(0|1)(0|1)*,1*0*1*0*1*0*1*0*
1696,(0*10*10*)*|0*,0*0?|10+11*
1697,(0|1)(0|1)*,1*0*1*0*1*0*1*0*1*0*1*0*1*0*1*0*
1698,(0*10*10*)*|0*,0*0*|10*
1699,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1*0*(0+1+)*
1700,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(10+1)*|(01+1)*|((10)+0*1+)*|((01)+1*0+)
1701,(0(0*|1+0)*)|(1(1*|0+1)*),(0+1*0+)*|((1+0*)*10+1+)*|1*|0+(10)*
1702,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+1+0)|(1+0+1))*|(0+)|(1+)
1703,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|((0+1+0)*(1+0+1)*)*
1704,(0(0*|1+0)*)|(1(1*|0+1)*),(0+(10)+)*|(1+(01)*0+1+)*|1*|0*
1705,1*(01*01*01*)*,(1*01*01*0*1*)*
1706,0*10*(10*10*)*,(1(11)*|0*)(1(11)*|0*)(1(11)*|0*)
1707,0*10*(10*10*)*,0*1|1*0*
1708,0*10*(10*10*)*,0*1+|1*0*
1709,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1+))*|(0+(1*0*)0*)*
1710,0(0|1)*0,0*|0(1|0)*0?
1711,(0(0*|1+0)*)|(1(1*|0+1)*),(10*1)*|(01*0)*|0*|1*
1712,0*10*(10*10*)*,0*|1(111)0*
1713,0*10*(10*10*)*,((1?|11?)|111?)|0*
1714,0*10*(10*10*)*,1(1?)|0*
1715,(0|1)(0|1)*,0*|1*
1716,0*10*(10*10*)*,((1?|11?)|111?)*|0*
1717,0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)|0*
1718,0*10*(10*10*)*,((1+)+)*|0*
1719,0*10*(10*10*)*,((((1*)?)|((11*)?))|((111*)?))|0*
1720,(0|1)(0|1)*,(0|1)|(0*|1*)
1721,(0|1)(0|1)*,1*0*
1722,0*10*(10*10*)*,(0*)|(1|1|1)|(0*)
1723,(0*10*10*)*|0*,0*(0+1+)*0*
1724,0*10*(10*10*)*,0*(1(11)*|0*)
1725,0*10*(10*10*)*,0*1(11)*|0*
1726,(0*10*10*)*|0*,0*((1+1)*)
1727,(0*10*10*)*|0*,0?|111*
1728,(0*10*10*)*|0*,0*(1+0*1+)*
1729,0*10*(10*10*)*,0*(1(11)*0)*
1730,(0*10*10*)*|0*,(0*|1)1*
1731,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1*)
1732,0+1*,0*1*
1733,0*10*(10*10*)*,0*1*
1734,0*10*(10*10*)*,0*(1)*
1735,0*10*(10*10*)*,0*1*[11]*
1736,(0|1)(0|1)|(0|1)(0|1)(0|1),0|1*
1737,0*10*(10*10*)*,0*(111)*(1)*
1738,0*10*(10*10*)*,(0)*(111)*(1)*
1739,0*10*(10*10*)*,((0*)1(0*))|0*
1740,0*10*(10*10*)*,((((1*)?)|((11*)?))|((111*)?))*|0*
1741,0*10*(10*10*)*,(((1?)*|(11?)*)|(111?)*)*|0*
1742,0*10*(10*10*)*,(((1+)+)|0)|0*
1743,0*10*(10*10*)*,(((1*)+)+)|0*
1744,0*10*(10*10*)*,1(1?)*|0*
1745,0*10*(10*10*)*,1*((1*)?)*|0*
1746,0*10*(10*10*)*,((1+)+)|0*
1747,(0|1)(0|1)*,(0+|1*)|(1*|0+)
1748,0(0|1)*0,0*0|1*0*
1749,0(0|1)*0,0*0*|1*0*
1750,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)?
1751,(0(0*|1+0)*)|(1(1*|0+1)*),(0|1|0(0|1)*0|1(0|1)*1)*
1752,(0*10*10*)*|0*,(0*|1*)*
1753,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*)*0*)|((1*0*)*1*)
1754,(0*10*10*)*|0*,(0*|1)*(0*|1)*
1755,0(0|1)*0,0*|(0|1)*|0*
1756,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(0(101)*0|1(010)*1|(1001)*|(0110)*)(0|1)*)*
1757,(0*10*10*)*|0*,((0*|1)*(0*|1)*)*
1758,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0+(1+0)*)|(1+(0+1)*))*
1759,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*(0|1)+(10)*)*
1760,(0|1)(0|1)*,(1|0)*|(0|1)*
1761,(0|1)(0|1)*,(0|1)|(0|1)*(0|1)*
1762,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*0|1*(10)*1)*
1763,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+0*)*|0*(1+0+1*)*
1764,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|0*(1*0*)*|1*(0*1*)*
1765,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|1+(0*1*)*1+|0+(1*0*)*0+)*
1766,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(01*0*)*|1*(10*1*)*
1767,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1*0*)*1+)|(0*1*0*)*
1768,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(11*0*)*|1*(00*1*)*
1769,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01*0*)|(10*1*))*
1770,(0(0*|1+0)*)|(1(1*|0+1)*),(((0+1*)*0+)*|((1+0*)*1+)*)*
1771,(0|1)(0|1)*,(1|0)*
1772,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1*(0+1+0+)*1*)(0*(1+0+1+)*0*))*|1*|0*
1773,(0*10*10*)*|0*,(0|1)*
1774,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+|0+)*
1775,(0(0*|1+0)*)|(1(1*|0+1)*),0*|1*|0+(1*0*)*|1+(0*1*)*
1776,(0*10*10*)*|0*,(0*|1*0*1*)+
1777,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*|1*|((1+0*1+)*|(0+1*0+)*)*)*
1778,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0|1)*(((01)(0|1)*(10))|((10)(0|1)*(01))|(010)*|(101)*)(0|1)*)|0*|1*
1779,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)*|(0+(1*0*)*0+)*)*
1780,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*)*0*|(1*0*)*1*
1781,(0|1)(0|1)|(0|1)(0|1)(0|1),(0|1)*(0|1)*(0|1)*
1782,1?(01)*0?,((0|1)|(1|0))*
1783,(0|10*1)*,1*|(0|1)*
1784,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1((0|1)*1)*|0((0|1)*0)*)*
1785,0(0|1)*0,((1*|0*)(0*1*)*(0*|1*))*
1786,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*(1+0+)*|1*(0+1+)*
1787,0*10*(10*10*)*,((0|1))*
1788,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*)|(1*)|((0+1+)*(0+1+0+)*)|((1+0+)*(1+0+1+)*)
1789,0(0|1)*0,0|(0|1)*|0
1790,0(0|1)*0,0+|(0|1)*|0+
1791,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1|0|(1+(0*1*)*1+)|(0+(1*0*)*0+))*
1792,(0|1)(0|1)*,(0|1)|(0|1)*
1793,(0*10*10*)*|0*,(0|1)*1*
1794,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0|1)*1*|0*(0|1)*0*
1795,(0*10*10*)*|0*,(1|0|1)*
1796,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*0+)*|(1*0*1+)*
1797,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(11*00*)*)|(1*(00*11*)*)
1798,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((0*1*0*)|(1*0*1*))*
1799,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1+0*1*)*|(0+1*0*)*
1800,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(0|1)*0*)|(1*(0|1)*1*)
1801,(0(0*|1+0)*)|(1(1*|0+1)*),1*(0+1+)*|0*(1+0+)*
1802,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|1*(0*1*)*1+|0*(1*0*)*0+
1803,0(0|1)*0,0*(1|0)*0*
1804,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0*1+)*)|((0+1*0+)*)|(0|1)*
1805,0*10*(10*10*)*,((0|1)*)
1806,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(1*0+1+)*|(0*1+0+)*
1807,1?(01)*0?,((0|1)|(01|10))*
1808,001|1010|110,(0|1)*(01)*(0|1)*
1809,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*(01)*1*0)*|(1*(10)*0*1)*
1810,0(0|1)*0,0*(0|1)*0*
1811,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01+0)|(10+1)|(0*10*)|(1*01*))*
1812,(0*10*10*)*|0*,0*(0|1)*
1813,(0*10*10*)*|0*,(0*|1)*
1814,0*10*(10*10*)*,(1(11))*|0*
1815,0*10*(10*10*)*,(0*|(1(11))*)
1816,0*10*(10*10*)*,1(11)*|0*
1817,0*10*(10*10*)*,((11)*1|0*)
1818,0*10*(10*10*)*,(1(11)*)|0*
1819,(0*10*10*)*|0*,0*0?|111*
1820,(0|1)(0|1)*,(0*|1*|(10)*)
1821,(0|1)(0|1)*,0*
1822,0*10*(10*10*)*,0*
1823,0(0|1)*0,0*(0*1*)*0*
1824,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*0*1*)*(0*1*0*)*
1825,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1*01*)*(0*10*)*
1826,1?(01)*0?,((1)?(0)?)*
1827,((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0*1*(01)*0*1*(10)*0*1*)*
1828,(0|1)(0|1)*,(0*1+)*(1*0+)*
1829,(0|10*1)*,(0*(10)*1*)*0*
1830,(0*10*10*)*|0*,0*(0*1+)*0*
1831,(0|1)(0|1)*,[01]*
